opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,regional_office (from sales_agent),manager (from sales_agent),sales_agent (from sales_agent),sales_price (from product),series (from product),product (from product),office_location (from account),employees (from account),revenue (from account),year_established (from account),sector (from account),account (from account),subsidiary_of (from account)
Q8BZ3PC9,['recuV4SiS1HMmasIq'],['recJRsAin61VylEfz'],,Engaging,2017-04-18,,,['East'],['Cara Losch'],['Rosie Papadopoulos'],[5482],['GTX'],['GTX Plus Pro'],,,,,,,
ZMYUFTS9,['recuAACvREIzE2N3a'],['recVPUKUds9mycWKY'],['rec6jweSmYDCWAOag'],Won,2017-06-22,2017-08-16,3207.0,['Central'],['Dustin Brinkmann'],['Moses Frase'],[3393],['MG'],['MG Advanced'],['United States'],[551],[217.87],[1998],['entertainment'],['Domzoom'],
FI5OA7O6,['recXE91aJ3SHYZUZS'],['rec3uGAoAGOaHcdc0'],['recS8oDCYeeO3QjX9'],Won,2017-04-23,2017-04-25,5149.0,['East'],['Rocco Neubert'],['Daniell Hammack'],[4821],['GTX'],['GTX Pro'],['United States'],[1016],[326.82],[1991],['medical'],['Bioplex'],
IVSOSC0E,['rec8gOFgVBOiAwSTA'],['recWhmpXE1wpTmDRF'],['rec3810p7LgytqHx9'],Won,2017-10-10,2017-10-15,1134.0,['West'],['Summer Sewald'],['Zane Levy'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[9561],[2871.35],[1983],['employment'],['Y-corporation'],
55O18ALO,['recJwDaQF7wfQA7XK'],['rec3uGAoAGOaHcdc0'],['recW64ZxOCFnQUVdj'],Lost,2017-08-26,2017-11-08,0.0,['West'],['Summer Sewald'],['Kary Hendrixson'],[4821],['GTX'],['GTX Pro'],['United States'],[7523],[4968.91],[1990],['retail'],['Fasehatice'],
LI9RCAQ6,['recJwDaQF7wfQA7XK'],['rec3uGAoAGOaHcdc0'],['rechbEuNfmAqYPi2K'],Won,2017-09-14,2017-11-01,4593.0,['West'],['Summer Sewald'],['Kary Hendrixson'],[4821],['GTX'],['GTX Pro'],['United States'],[16780],[6354.87],[1996],['software'],['Scotfind'],['Bubba Gump']
X4THRRSJ,['recXshYIp1Ey0qEft'],['recVPUKUds9mycWKY'],,Prospecting,,,,['Central'],['Melvin Marxen'],['Darcel Schlecht'],[3393],['MG'],['MG Advanced'],,,,,,,
R443AUAG,['rec2AduQqyM1BRhvl'],['rec3uGAoAGOaHcdc0'],,Engaging,2017-06-27,,,['East'],['Cara Losch'],['Violet Mclelland'],[4821],['GTX'],['GTX Pro'],,,,,,,
EJCPWP6V,['recwrSklkMDwB8VNY'],['rec3uGAoAGOaHcdc0'],['reci7uDxTwqPRXZTw'],Prospecting,,,,['Central'],['Melvin Marxen'],['Gladys Colclough'],[4821],['GTX'],['GTX Pro'],['Philipines'],[1356],[587.34],[2012],['medical'],['Bioholding'],
VAM56BG4,['recXshYIp1Ey0qEft'],['recWhmpXE1wpTmDRF'],['rechy1cXzTxP9H4eI'],Prospecting,,,,['Central'],['Melvin Marxen'],['Darcel Schlecht'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[2822],[1100.04],[1996],['technolgy'],['Acme Corporation'],
50JIFEWD,['rec8gOFgVBOiAwSTA'],['rec3uGAoAGOaHcdc0'],['recj1TUgb1llfZ5SR'],Won,2017-11-12,2017-11-17,5144.0,['West'],['Summer Sewald'],['Zane Levy'],[4821],['GTX'],['GTX Pro'],['United States'],[315],[349.81],[2002],['entertainment'],['Plusstrip'],
L2S4T3VA,['rec0c8JQLggtca7ZE'],['recJRsAin61VylEfz'],,Engaging,2017-02-08,,,['East'],['Rocco Neubert'],['Cassey Cress'],[5482],['GTX'],['GTX Plus Pro'],,,,,,,
PFKDTEYU,['recuV4SiS1HMmasIq'],['rec3uGAoAGOaHcdc0'],['rec55P18sZC13wk4D'],Engaging,2017-06-16,,,['East'],['Cara Losch'],['Rosie Papadopoulos'],[4821],['GTX'],['GTX Pro'],['United States'],[8274],[3838.39],[1989],['entertainment'],['Xx-zobam'],
JXUSPNPV,['receLEVrq7iN29V0p'],['recWhmpXE1wpTmDRF'],,Engaging,2017-09-26,,,['West'],['Celia Rouche'],['Markita Hansen'],[1096],['GTX'],['GTX Plus Basic'],,,,,,,
Z3FOWY9N,['recJwDaQF7wfQA7XK'],['recJRsAin61VylEfz'],['rechbEuNfmAqYPi2K'],Won,2017-05-12,2017-06-22,5698.0,['West'],['Summer Sewald'],['Kary Hendrixson'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[16780],[6354.87],[1996],['software'],['Scotfind'],['Bubba Gump']
ATW70WX1,['recQO7dmt3vg6Upd2'],['rec3uGAoAGOaHcdc0'],['recsMRzms9EnGk44P'],Lost,2017-03-25,2017-04-05,0.0,['East'],['Rocco Neubert'],['Reed Clapper'],[4821],['GTX'],['GTX Pro'],['United States'],[3194],[1712.68],[1992],['technolgy'],['Donquadtech'],['Acme Corporation']
BRDB1I76,['recwrSklkMDwB8VNY'],['recnXVPEmO1PaodiB'],,Engaging,2017-07-26,,,['Central'],['Melvin Marxen'],['Gladys Colclough'],[55],['MG'],['MG Special'],,,,,,,
AYB7DWUH,['recuV4SiS1HMmasIq'],['recJRsAin61VylEfz'],['reczDE5orDxKWMh86'],Won,2017-04-19,2017-04-20,5805.0,['East'],['Cara Losch'],['Rosie Papadopoulos'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[853],[355.23],[1994],['finance'],['Opentech'],
D8ZJ6F45,['recwrSklkMDwB8VNY'],['recnXVPEmO1PaodiB'],['recVa0asvgDPIk0nf'],Prospecting,,,,['Central'],['Melvin Marxen'],['Gladys Colclough'],[55],['MG'],['MG Special'],['United States'],[3851],[2261.05],[2005],['retail'],['Yearin'],
IMTPZV7J,['recuAACvREIzE2N3a'],['recVPUKUds9mycWKY'],['recvhirYBNi1XDGdW'],Won,2017-01-19,2017-05-01,3363.0,['Central'],['Dustin Brinkmann'],['Moses Frase'],[3393],['MG'],['MG Advanced'],['United States'],[187],[86.68],[2007],['telecommunications'],['Gogozoom'],['Sonron']
12HOWQMI,['recrMYgokkQjmtGeE'],['rec3uGAoAGOaHcdc0'],['recnFALYfCXINOLkT'],Won,2017-09-30,2017-10-07,5203.0,['East'],['Cara Losch'],['Garret Kinder'],[4821],['GTX'],['GTX Pro'],['United States'],[34288],[11698.03],[1982],['software'],['Kan-code'],
RHXY2M2W,['recDTnBU8fckOMNZg'],['recnXVPEmO1PaodiB'],['recvhirYBNi1XDGdW'],Won,2017-04-10,2017-04-18,47.0,['Central'],['Dustin Brinkmann'],['Lajuana Vencill'],[55],['MG'],['MG Special'],['United States'],[187],[86.68],[2007],['telecommunications'],['Gogozoom'],['Sonron']
OWBGBQ4G,['recXshYIp1Ey0qEft'],['rec3uGAoAGOaHcdc0'],['recOVhc92xCNl4v4h'],Lost,2017-07-11,2017-07-18,0.0,['Central'],['Melvin Marxen'],['Darcel Schlecht'],[4821],['GTX'],['GTX Pro'],['United States'],[3798],[1698.2],[1987],['finance'],['Stanredtax'],
KQ83VL8T,['reclmeJXibSD5Wgxj'],['recWhmpXE1wpTmDRF'],,Engaging,2017-09-17,,,['East'],['Rocco Neubert'],['Boris Faz'],[1096],['GTX'],['GTX Plus Basic'],,,,,,,
98YPUABG,['recwFlfWSUEPKTffy'],['recJRsAin61VylEfz'],['recqKo1gCcOWUowwp'],Lost,2017-03-29,2017-04-06,0.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[5108],[1699.85],[1999],['telecommunications'],['Sonron'],
2KWJIZX6,['recDTnBU8fckOMNZg'],['recWhmpXE1wpTmDRF'],,Engaging,2017-08-10,,,['Central'],['Dustin Brinkmann'],['Lajuana Vencill'],[1096],['GTX'],['GTX Plus Basic'],,,,,,,
E67P9Y3Q,['rec8bDaspyAZAPJyy'],['recFrALUjvF2CFXxh'],['rec85qxaS91pxtUpQ'],Won,2016-11-12,2017-03-03,635.0,['West'],['Celia Rouche'],['Rosalina Dieter'],[550],['GTX'],['GTX Basic'],['United States'],[1922],[692.19],[2003],['services'],['Green-Plus'],
OEP0IJ6S,['recXshYIp1Ey0qEft'],['rec3uGAoAGOaHcdc0'],,Engaging,2017-07-31,,,['Central'],['Melvin Marxen'],['Darcel Schlecht'],[4821],['GTX'],['GTX Pro'],,,,,,,
4ETFTKHJ,['rec8bDaspyAZAPJyy'],['recnXVPEmO1PaodiB'],['reckfNoXMhv6bp84W'],Lost,2017-10-22,2017-10-29,0.0,['West'],['Celia Rouche'],['Rosalina Dieter'],[55],['MG'],['MG Special'],['United States'],[165],[52.5],[2008],['finance'],['Golddex'],
6TBAKLMX,['rec45QPwgIOrhcBrW'],['recWhmpXE1wpTmDRF'],['reczKDEJv3HjrRumc'],Won,2017-07-02,2017-09-23,1157.0,['Central'],['Melvin Marxen'],['Niesha Huffines'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[7227],[2819.5],[1991],['finance'],['Funholding'],['Golddex']
SJE81OUR,['reczLs4GtgOJGT6h8'],['recVPUKUds9mycWKY'],,Prospecting,,,,['Central'],['Dustin Brinkmann'],['Cecily Lampkin'],[3393],['MG'],['MG Advanced'],,,,,,,
UYPF6FZ3,['reclmeJXibSD5Wgxj'],['recWhmpXE1wpTmDRF'],['rechLxaoZCEWYRz47'],Won,2017-10-22,2017-12-20,1184.0,['East'],['Rocco Neubert'],['Boris Faz'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[3502],[2520.83],[1990],['retail'],['Gekko & Co'],
G13DD850,['rec0c8JQLggtca7ZE'],['recFrALUjvF2CFXxh'],['recZLe0iFzJ54mrGB'],Won,2017-02-03,2017-06-04,477.0,['East'],['Rocco Neubert'],['Cassey Cress'],[550],['GTX'],['GTX Basic'],['United States'],[6290],[2818.38],[1994],['medical'],['Silis'],
Y3AAS62P,['recwFlfWSUEPKTffy'],['recWhmpXE1wpTmDRF'],['recTp1SQeJJ46t8aM'],Engaging,2017-09-12,,,['West'],['Celia Rouche'],['Vicki Laflamme'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[978],[324.19],[1992],['entertainment'],['Zoomit'],
4SAUJMOI,['reclmeJXibSD5Wgxj'],['recFrALUjvF2CFXxh'],['rec1QOxrBr9c5Dqvc'],Lost,2017-03-30,2017-04-01,0.0,['East'],['Rocco Neubert'],['Boris Faz'],[550],['GTX'],['GTX Basic'],['United States'],[883],[646.1],[1993],['finance'],['Vehement Capital Partners'],['Golddex']
FDCEBWRI,['recSKFzWD2r24VRY0'],['recFrALUjvF2CFXxh'],['recW64ZxOCFnQUVdj'],Won,2017-02-03,2017-03-12,458.0,['West'],['Summer Sewald'],['James Ascencio'],[550],['GTX'],['GTX Basic'],['United States'],[7523],[4968.91],[1990],['retail'],['Fasehatice'],
OOGOZGGV,['recki4hHyhuIcLw0L'],['recWhmpXE1wpTmDRF'],['recybBZnSFjgh7NNR'],Won,2017-04-02,2017-04-04,882.0,['West'],['Summer Sewald'],['Maureen Marcano'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[5595],[1825.82],[1995],['telecommunications'],['Faxquote'],['Sonron']
INBGKE14,['recJwDaQF7wfQA7XK'],['rec3uGAoAGOaHcdc0'],,Engaging,2017-02-16,,,['West'],['Summer Sewald'],['Kary Hendrixson'],[4821],['GTX'],['GTX Pro'],,,,,,,
O5S6WEM7,['recSKFzWD2r24VRY0'],['recFrALUjvF2CFXxh'],['recRvBeBCylG5bKEw'],Lost,2017-04-19,2017-05-01,0.0,['West'],['Summer Sewald'],['James Ascencio'],[550],['GTX'],['GTX Basic'],['United States'],[1501],[587.72],[2010],['technolgy'],['Doncon'],
7SJD7M9K,['recfx0ejuz683bEiW'],['rec3uGAoAGOaHcdc0'],['reczKDEJv3HjrRumc'],Won,2017-05-23,2017-08-20,4180.0,['Central'],['Melvin Marxen'],['Jonathan Berthelot'],[4821],['GTX'],['GTX Pro'],['United States'],[7227],[2819.5],[1991],['finance'],['Funholding'],['Golddex']
LNX7ULEG,['rec8gOFgVBOiAwSTA'],['recJRsAin61VylEfz'],['recqKo1gCcOWUowwp'],Won,2017-05-30,2017-08-22,5572.0,['West'],['Summer Sewald'],['Zane Levy'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[5108],[1699.85],[1999],['telecommunications'],['Sonron'],
KLBW3TOH,['recUQ3Z5OesYpn4Zd'],['recJRsAin61VylEfz'],['recSBE7QMgcz22Rct'],Won,2017-10-31,2017-11-09,5512.0,['West'],['Summer Sewald'],['Kami Bicknell'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[5107],[2952.73],[2000],['marketing'],['Goodsilron'],
TTNORNQI,['recd9Q9BqXIBjsYqV'],['recnXVPEmO1PaodiB'],['recMofBSk0mFiPMpk'],Won,2017-04-30,2017-08-12,62.0,['West'],['Celia Rouche'],['Hayden Neloms'],[55],['MG'],['MG Special'],['United States'],[299],[223.8],[2003],['retail'],['Groovestreet'],
P6H45Y25,['reczLs4GtgOJGT6h8'],['recFrALUjvF2CFXxh'],['reczdzOMvmnBNI4Ww'],Lost,2017-07-11,2017-09-16,0.0,['Central'],['Dustin Brinkmann'],['Cecily Lampkin'],[550],['GTX'],['GTX Basic'],['United States'],[100],[45.39],[2012],['marketing'],['Scottech'],['Inity']
OMCFUDOU,['recSKFzWD2r24VRY0'],['rec3uGAoAGOaHcdc0'],,Engaging,2017-10-31,,,['West'],['Summer Sewald'],['James Ascencio'],[4821],['GTX'],['GTX Pro'],,,,,,,
PFFHM7HR,['receLEVrq7iN29V0p'],['recVPUKUds9mycWKY'],['reczDE5orDxKWMh86'],Engaging,2016-11-27,,,['West'],['Celia Rouche'],['Markita Hansen'],[3393],['MG'],['MG Advanced'],['United States'],[853],[355.23],[1994],['finance'],['Opentech'],
CV0BDYMP,['recd9Q9BqXIBjsYqV'],['recnXVPEmO1PaodiB'],['recW64ZxOCFnQUVdj'],Won,2017-06-19,2017-09-29,62.0,['West'],['Celia Rouche'],['Hayden Neloms'],[55],['MG'],['MG Special'],['United States'],[7523],[4968.91],[1990],['retail'],['Fasehatice'],
N5CCEEOY,['recwFlfWSUEPKTffy'],['recJRsAin61VylEfz'],['recnFALYfCXINOLkT'],Lost,2017-04-13,2017-04-20,0.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[34288],[11698.03],[1982],['software'],['Kan-code'],
9Y43IDMY,['recXE91aJ3SHYZUZS'],['recWhmpXE1wpTmDRF'],['reczDE5orDxKWMh86'],Lost,2017-11-18,2017-12-06,0.0,['East'],['Rocco Neubert'],['Daniell Hammack'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[853],[355.23],[1994],['finance'],['Opentech'],
EBRWSMI0,['receLEVrq7iN29V0p'],['recWhmpXE1wpTmDRF'],['rechbEuNfmAqYPi2K'],Lost,2017-02-20,2017-06-27,0.0,['West'],['Celia Rouche'],['Markita Hansen'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[16780],[6354.87],[1996],['software'],['Scotfind'],['Bubba Gump']
5WHMLQDK,['recJwDaQF7wfQA7XK'],['rec3uGAoAGOaHcdc0'],,Engaging,2017-05-01,,,['West'],['Summer Sewald'],['Kary Hendrixson'],[4821],['GTX'],['GTX Pro'],,,,,,,
2LF1TSPZ,['recfJiHzihquHi9GY'],['recFrALUjvF2CFXxh'],['recoLItppUK0AU6SX'],Lost,2017-04-04,2017-05-10,0.0,['East'],['Cara Losch'],['Corliss Cosme'],[550],['GTX'],['GTX Basic'],['Japan'],[17479],[5158.71],[1995],['retail'],['Ganjaflex'],
6IZZL97A,['recJwDaQF7wfQA7XK'],['recFrALUjvF2CFXxh'],['recQtvIyTPRl4WqEI'],Lost,2017-10-09,2017-10-18,0.0,['West'],['Summer Sewald'],['Kary Hendrixson'],[550],['GTX'],['GTX Basic'],['United States'],[5374],[2214.94],[1996],['retail'],['Singletechno'],
7IFEKEMG,['rec2AduQqyM1BRhvl'],['recnXVPEmO1PaodiB'],['recS8oDCYeeO3QjX9'],Won,2017-03-15,2017-06-06,53.0,['East'],['Cara Losch'],['Violet Mclelland'],[55],['MG'],['MG Special'],['United States'],[1016],[326.82],[1991],['medical'],['Bioplex'],
ISQJD695,['reclmeJXibSD5Wgxj'],['recFrALUjvF2CFXxh'],['reciVL6mEk9jpP6f1'],Engaging,2017-07-16,,,['East'],['Rocco Neubert'],['Boris Faz'],[550],['GTX'],['GTX Basic'],['Poland'],[1593],[894.37],[2008],['marketing'],['Sunnamplex'],
9Q2SYGPP,['recXE91aJ3SHYZUZS'],['recWhmpXE1wpTmDRF'],['recTVMUCATbZxxMXO'],Won,2017-07-30,2017-08-10,1097.0,['East'],['Rocco Neubert'],['Daniell Hammack'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[3027],[1242.32],[1993],['technolgy'],['Bluth Company'],['Acme Corporation']
SCR1IKLQ,['recc1VaOot1jxactL'],['recJRsAin61VylEfz'],['reci7uDxTwqPRXZTw'],Won,2017-07-27,2017-07-29,5068.0,['Central'],['Dustin Brinkmann'],['Anna Snelling'],[5482],['GTX'],['GTX Plus Pro'],['Philipines'],[1356],[587.34],[2012],['medical'],['Bioholding'],
EM1BA4EK,['rec0c8JQLggtca7ZE'],['recFrALUjvF2CFXxh'],['rechbEuNfmAqYPi2K'],Engaging,2017-10-01,,,['East'],['Rocco Neubert'],['Cassey Cress'],[550],['GTX'],['GTX Basic'],['United States'],[16780],[6354.87],[1996],['software'],['Scotfind'],['Bubba Gump']
TDNJDFU6,['recJwDaQF7wfQA7XK'],['rec3uGAoAGOaHcdc0'],['recTp1SQeJJ46t8aM'],Lost,2017-05-24,2017-08-13,0.0,['West'],['Summer Sewald'],['Kary Hendrixson'],[4821],['GTX'],['GTX Pro'],['United States'],[978],[324.19],[1992],['entertainment'],['Zoomit'],
H1O491SG,['recDTnBU8fckOMNZg'],['recnXVPEmO1PaodiB'],['recMe01bCK0jZoeZt'],Won,2017-04-27,2017-08-05,54.0,['Central'],['Dustin Brinkmann'],['Lajuana Vencill'],[55],['MG'],['MG Special'],['United States'],[2928],[2173.98],[1995],['marketing'],['dambase'],['Inity']
6TB7XA83,['reczLs4GtgOJGT6h8'],['recnXVPEmO1PaodiB'],['recMe01bCK0jZoeZt'],Won,2017-03-04,2017-05-18,51.0,['Central'],['Dustin Brinkmann'],['Cecily Lampkin'],[55],['MG'],['MG Special'],['United States'],[2928],[2173.98],[1995],['marketing'],['dambase'],['Inity']
BZG9DI4Z,['recwFlfWSUEPKTffy'],['recFrALUjvF2CFXxh'],['recLj6suGtbs7YLF4'],Lost,2017-10-26,2017-10-28,0.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[550],['GTX'],['GTX Basic'],['United States'],[1588],[497.11],[2009],['retail'],['Blackzim'],
I58DG1XE,['receLEVrq7iN29V0p'],['recVPUKUds9mycWKY'],['recaQyps4UABcTqtQ'],Won,2017-04-04,2017-06-10,2882.0,['West'],['Celia Rouche'],['Markita Hansen'],[3393],['MG'],['MG Advanced'],['United States'],[6472],[4269.9],[1993],['entertainment'],['Cheers'],['Massive Dynamic']
RW6QS352,['recTIZcUJncqqMoJG'],['recJRsAin61VylEfz'],['recbbPPU7AE3H5Gls'],Won,2017-09-19,2017-12-31,6000.0,['Central'],['Dustin Brinkmann'],['Versie Hillebrand'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[586],[291.27],[1997],['employment'],['Statholdings'],
1L6M83Q5,['recQO7dmt3vg6Upd2'],['recVPUKUds9mycWKY'],['recR8UlR9jha4fbLe'],Won,2017-04-21,2017-05-02,3214.0,['East'],['Rocco Neubert'],['Reed Clapper'],[3393],['MG'],['MG Advanced'],['United States'],[2570],[1197.44],[1999],['marketing'],['Donware'],
Y5OZ7VOF,['recki4hHyhuIcLw0L'],['recVPUKUds9mycWKY'],['recuLdgbYeFnj5465'],Won,2017-06-05,2017-06-21,3227.0,['West'],['Summer Sewald'],['Maureen Marcano'],[3393],['MG'],['MG Advanced'],['United States'],[4874],[2437.85],[2001],['retail'],['Plexzap'],
AJZB6F22,['recwFlfWSUEPKTffy'],['recJRsAin61VylEfz'],['recSBE7QMgcz22Rct'],Lost,2017-02-01,2017-05-18,0.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[5107],[2952.73],[2000],['marketing'],['Goodsilron'],
YC2GBK89,['rec8gOFgVBOiAwSTA'],['recWhmpXE1wpTmDRF'],['receLxXPu5uamHIh9'],Lost,2017-09-16,2017-11-12,0.0,['West'],['Summer Sewald'],['Zane Levy'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[1299],[792.46],[1982],['services'],['Hatfan'],
T8E8EDZS,['recuAACvREIzE2N3a'],['recFrALUjvF2CFXxh'],['recN5IHgnQdL3b6wp'],Won,2017-05-10,2017-08-21,529.0,['Central'],['Dustin Brinkmann'],['Moses Frase'],[550],['GTX'],['GTX Basic'],['United States'],[1759],[1102.43],[2006],['finance'],['Finhigh'],
WA3U0EVI,['recwrSklkMDwB8VNY'],['recnXVPEmO1PaodiB'],,Prospecting,,,,['Central'],['Melvin Marxen'],['Gladys Colclough'],[55],['MG'],['MG Special'],,,,,,,
TNEB1XNK,['recpog0L4wRoCIsGj'],['recWhmpXE1wpTmDRF'],['rechLxaoZCEWYRz47'],Won,2017-07-09,2017-09-18,1194.0,['East'],['Rocco Neubert'],['Donn Cantrell'],[1096],['GTX'],['GTX Plus Basic'],['United States'],[3502],[2520.83],[1990],['retail'],['Gekko & Co'],
7KU6B599,['recDTnBU8fckOMNZg'],['recFrALUjvF2CFXxh'],['recREerSH52ngG8BJ'],Lost,2017-04-25,2017-08-16,0.0,['Central'],['Dustin Brinkmann'],['Lajuana Vencill'],[550],['GTX'],['GTX Basic'],['Korea'],[16499],[8170.38],[1997],['technolgy'],['Hottechi'],
08Q8A6M9,['recshknWSYf3K53iZ'],['recnXVPEmO1PaodiB'],['reczdzOMvmnBNI4Ww'],Won,2017-06-05,2017-06-22,60.0,['Central'],['Melvin Marxen'],['Marty Freudenburg'],[55],['MG'],['MG Special'],['United States'],[100],[45.39],[2012],['marketing'],['Scottech'],['Inity']
SXYJU7LC,['recUQ3Z5OesYpn4Zd'],['recFrALUjvF2CFXxh'],,Engaging,2017-07-05,,,['West'],['Summer Sewald'],['Kami Bicknell'],[550],['GTX'],['GTX Basic'],,,,,,,
7LD79NYD,['recshknWSYf3K53iZ'],['recVPUKUds9mycWKY'],,Engaging,2017-07-19,,,['Central'],['Melvin Marxen'],['Marty Freudenburg'],[3393],['MG'],['MG Advanced'],,,,,,,
OJ0C7S3T,['recwrSklkMDwB8VNY'],['rec3uGAoAGOaHcdc0'],['recpMJlN199oZZ0hr'],Won,2017-04-17,2017-04-24,4784.0,['Central'],['Melvin Marxen'],['Gladys Colclough'],[4821],['GTX'],['GTX Pro'],['Italy'],[1635],[894.33],[2007],['retail'],['Genco Pura Olive Oil Company'],
TQLJOZBP,['reclmeJXibSD5Wgxj'],['recnXVPEmO1PaodiB'],['recmmgfxygxUitg7q'],Won,2017-04-07,2017-04-15,59.0,['East'],['Rocco Neubert'],['Boris Faz'],[55],['MG'],['MG Special'],['United States'],[13809],[4478.47],[1979],['software'],['Zotware'],
DJH67UIZ,['rec2AduQqyM1BRhvl'],['recnXVPEmO1PaodiB'],,Engaging,2017-03-17,,,['East'],['Cara Losch'],['Violet Mclelland'],[55],['MG'],['MG Special'],,,,,,,
NM2Q3CGW,['recwFlfWSUEPKTffy'],['recnXVPEmO1PaodiB'],['rechbEuNfmAqYPi2K'],Won,2017-01-03,2017-03-15,55.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[55],['MG'],['MG Special'],['United States'],[16780],[6354.87],[1996],['software'],['Scotfind'],['Bubba Gump']
3590U14O,['recwFlfWSUEPKTffy'],['rec3uGAoAGOaHcdc0'],['recuLdgbYeFnj5465'],Lost,2017-05-20,2017-08-23,0.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[4821],['GTX'],['GTX Pro'],['United States'],[4874],[2437.85],[2001],['retail'],['Plexzap'],
PBJ62FC3,['recuV4SiS1HMmasIq'],['rec3uGAoAGOaHcdc0'],['recX3CKPy5dSt47KB'],Lost,2017-09-23,2017-10-05,0.0,['East'],['Cara Losch'],['Rosie Papadopoulos'],[4821],['GTX'],['GTX Pro'],['United States'],[1095],[665.06],[1989],['entertainment'],['Massive Dynamic'],
GR6C7GQ9,['rec8gOFgVBOiAwSTA'],['rec3uGAoAGOaHcdc0'],['recSBE7QMgcz22Rct'],Won,2017-07-18,2017-09-16,4797.0,['West'],['Summer Sewald'],['Zane Levy'],[4821],['GTX'],['GTX Pro'],['United States'],[5107],[2952.73],[2000],['marketing'],['Goodsilron'],
MJK3UJ1B,['recDTnBU8fckOMNZg'],['recVPUKUds9mycWKY'],,Prospecting,,,,['Central'],['Dustin Brinkmann'],['Lajuana Vencill'],[3393],['MG'],['MG Advanced'],,,,,,,
YAKIMBKC,['recJwDaQF7wfQA7XK'],['recFrALUjvF2CFXxh'],['recxGgLkZm0DxyRch'],Won,2017-03-31,2017-04-02,609.0,['West'],['Summer Sewald'],['Kary Hendrixson'],[550],['GTX'],['GTX Basic'],['United States'],[13756],[7708.38],[1980],['technolgy'],['Konex'],
UYJDOT4Q,['recki4hHyhuIcLw0L'],['recJRsAin61VylEfz'],['recqKo1gCcOWUowwp'],Won,2017-06-19,2017-09-12,5816.0,['West'],['Summer Sewald'],['Maureen Marcano'],[5482],['GTX'],['GTX Plus Pro'],['United States'],[5108],[1699.85],[1999],['telecommunications'],['Sonron'],
CKT1GTY2,['recQO7dmt3vg6Upd2'],['recnXVPEmO1PaodiB'],['rec2FJQUlxlwOEDCA'],Lost,2017-06-19,2017-07-02,0.0,['East'],['Rocco Neubert'],['Reed Clapper'],[55],['MG'],['MG Special'],['United States'],[9],[4.54],[2017],['medical'],['Condax'],
4H2QMS78,['recwFlfWSUEPKTffy'],['recFrALUjvF2CFXxh'],,Engaging,2016-12-21,,,['West'],['Celia Rouche'],['Vicki Laflamme'],[550],['GTX'],['GTX Basic'],,,,,,,
7ZU2A8L1,['recpog0L4wRoCIsGj'],['recFrALUjvF2CFXxh'],['recR8UlR9jha4fbLe'],Won,2017-12-06,2017-12-23,698.0,['East'],['Rocco Neubert'],['Donn Cantrell'],[550],['GTX'],['GTX Basic'],['United States'],[2570],[1197.44],[1999],['marketing'],['Donware'],
8Z4ZMS9U,['rec2AduQqyM1BRhvl'],['recVPUKUds9mycWKY'],,Engaging,2017-05-19,,,['East'],['Cara Losch'],['Violet Mclelland'],[3393],['MG'],['MG Advanced'],,,,,,,
1B2WYHTY,['rec8bDaspyAZAPJyy'],['recVPUKUds9mycWKY'],['recuLdgbYeFnj5465'],Won,2017-09-29,2017-11-30,3509.0,['West'],['Celia Rouche'],['Rosalina Dieter'],[3393],['MG'],['MG Advanced'],['United States'],[4874],[2437.85],[2001],['retail'],['Plexzap'],
UNSJB0L7,['recwFlfWSUEPKTffy'],['rec3uGAoAGOaHcdc0'],['recQtvIyTPRl4WqEI'],Won,2017-08-27,2017-08-28,3754.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[4821],['GTX'],['GTX Pro'],['United States'],[5374],[2214.94],[1996],['retail'],['Singletechno'],
ZJ76J97A,['recwFlfWSUEPKTffy'],['rec3uGAoAGOaHcdc0'],['recxGgLkZm0DxyRch'],Won,2017-08-01,2017-08-19,5300.0,['West'],['Celia Rouche'],['Vicki Laflamme'],[4821],['GTX'],['GTX Pro'],['United States'],[13756],[7708.38],[1980],['technolgy'],['Konex'],
